
10031596;Метастазы кости нижней конечности;C79.5;31647
10031597;Метастазы кости нижней челюсти;C79.5;31648
10031598;Метастазы кости ноги;C79.0;31649
10031599;Метастазы кости носа;C79.5;31650
10031600;Метастазы кости носовой раковины;C79.5;31651
10031601;Метастазы кости пальца;C79.5;31652
10031602;Метастазы кости пальца ноги;C79.5;31653
10031603;Метастазы кости пальца руки;C79.5;31654
10031604;Метастазы кости пальца стопы;C79.5;31655
10031605;Метастазы кости плечевого пояса;C79.5;31656
10031606;Метастазы кости позвонка;C79.5;31657
10031607;Метастазы кости предплечья;C79.5;31658
10031608;Метастазы кости придаточного синуса;C79.5;31659
10031609;Метастазы кости пятки;C79.5;31660
10031610;Метастазы кости раковины носа;C79.5;31661
10031611;Метастазы кости руки;C79.5;31662
10031612;Метастазы кости сосцевидного отростка;C79.5;31663
10031613;Метастазы кости стопы;C79.5;31664
10031614;Метастазы кости фаланг пальцев;C79.5;31665
10031615;Метастазы кости фаланг пальцев кисти;C79.5;31666
10031616;Метастазы кости фаланг пальцев стопы;C79.5;31667
10031617;Метастазы кости челюсти;C79.5;31668
10031618;Метастазы кости черепа;C79.5;31669
10031619;Метастазы костного мозга;C79.5;31670
10031620;Метастазы кпредплюсны;C79.5;31671
10031621;Метастазы кпясти;C79.5;31672
10031622;Метастазы краевой зоны межчерпаловидной складки;C79.8;31673
10031623;Метастазы краевой зоны черпаловидного хряща;C79.8;31674
10031624;Метастазы крайней плоти;C79.8;31675
10031625;Метастазы краниофарингеального кармана;C79.8;31676
10031626;Метастазы краниофарингеального протока;C79.8;31677
10031627;Метастазы красной каймы верхней губы;C79.8;31678
10031628;Метастазы красной каймы губы;C79.8;31679
10031629;Метастазы красной каймы нижней губы;C79.8;31680
10031630;Метастазы края заднего прохода;C79.2;31681
10031631;Метастазы края роговой оболочки;C79.4;31682
10031632;Метастазы крестца;C79.5;31683
10031633;Метастазы крестцового лимфатического узла;C77.5;31684
10031634;Метастазы крестцового нерва;C79.8;31685
10031635;Метастазы крестцового отдела позвоночника;C79.5;31686
10031636;Метастазы крестцового отдела спинного мозга;C79.4;31687
10031637;Метастазы крестцового позвонка;C79.5;31688
10031638;Метастазы крестцового сплетения;C79.8;31689
10031639;Метастазы крестцовой области позвоночного столба;C79.5;31690
10031640;Метастазы крестцово-копчиковой области;C79.8;31691
10031641;Метастазы крестцово-маточной связки;C79.8;31692
10031642;Метастазы крипт Морганьи;C78.5;31693
10031643;Метастазы круглой связки;C79.8;31694
10031644;Метастазы круглой связки матки;C79.8;31695
10031645;Метастазы крупных сосудов;C79.8;31696
10031646;Метастазы крыла носа;C79.2;31697
10031647;Метастазы крыловидной ямки;C79.8;31698
10031648;Метастазы культи шейки матки;C79.8;31699
10031649;Метастазы купола мочевого пузыря;C79.1;31700
10031650;Метастазы лабиринта решетчатой кости;C79.5;31701
10031651;Метастазы ладонного апоневроза;C79.8;31702
10031652;Метастазы ладонной фасции;C79.8;31703
10031653;Метастазы латерального мениска коленного сустава;C79.5;31704
10031654;Метастазы лба;C79.2;31705
10031655;Метастазы левого желудочка сердца;C79.8;31706
10031656;Метастазы легкого;C78.0;31707
10031657;Метастазы легочного корневого лимфатического узла;C77.1;31708
10031658;Метастазы легочного лимфатического узла;C77.1;31709
10031659;Метастазы лимфатического корневого узла селезенки;C77.2;31710
10031660;Метастазы лимфатического протока;C79.8;31711
10031661;Метастазы лимфатического узла;C77.9;31712
10031662;Метастазы лимфатического узла верхней конечности;C77.3;31713
10031663;Метастазы лимфатического узла Вирхова;C77.0;31714
10031664;Метастазы лимфатического узла ворот печени;C77.2;31715
10031665;Метастазы лимфатического узла головы;C77.0;31716
10031666;Метастазы лимфатического узла Клоке;C77.4;31717
10031667;Метастазы лимфатического узла лестничной мышцы;C77.0;31718
10031668;Метастазы лимфатического узла лица;C77.0;31719
10031669;Метастазы лимфатического узла множественных локализаций, перечисленных в рубриках С77.0-С77.5;C77.8;31720
10031670;Метастазы лимфатического узла нижней конечности;C77.4;31721
10031671;Метастазы лимфатического узла общего желчного протока;C77.2;31722
10031672;Метастазы лимфатического узла параметрия;C77.5;31723
10031673;Метастазы лимфатического узла Розенмюллера;C77.4;31724
10031674;Метастазы лимфатического узла средостения;C77.1;31725
10031675;Метастазы лица;C79.8;31726
10031676;Метастазы лицевого нерва;C79.4;31727
10031677;Метастазы лобковой кости;C79.5;31728
10031678;Метастазы лобного полюса;C79.3;31729
10031679;Метастазы лобного синуса;C78.3;31730
10031680;Метастазы лобной доли;C79.3;31731
10031681;Метастазы лобной доли головного мозга;C79.3;31732
10031682;Метастазы лобной кости;C79.5;31733
10031683;Метастазы лобной пазухи;C78.3;31734
10031684;Метастазы лодыжки;C79.8;31735
10031685;Метастазы ложных голосовых связок;C78.3;31736
10031686;Метастазы локтевого лимфатического узла;C77.3;31737
10031687;Метастазы локтевого нерва;C79.8;31738
10031688;Метастазы локтевого пространства;C79.8;31739
10031689;Метастазы локтевой кости;C79.5;31740
10031690;Метастазы локтевой ямки;C79.8;31741
10031691;Метастазы локтя;C79.8;31742
10031692;Метастазы лонного сочленения;C79.5;31743
10031693;Метастазы лопатки;C79.5;31744
10031694;Метастазы лопаточной области;C79.8;31745
10031695;Метастазы лоханочно-мочеточникового соединения;C79.0;31746
10031696;Метастазы лучевого нерва;C79.8;31747
10031697;Метастазы лучевой кости;C79.5;31748
10031698;Метастазы малоберцовой кости;C79.5;31749
10031699;Метастазы малой кривизны желудка;C78.8;31750
10031700;Метастазы малой половой губы;C79.8;31751
10031701;Метастазы малой слюнной железы;C79.8;31752
10031702;Метастазы малой срамной губы;C79.8;31753
10031703;Метастазы мантии;C79.8;31754
10031704;Метастазы матки;C79.8;31755
10031705;Метастазы матки, места перехода плоского эпителия в цилиндрический;C79.8;31756
10031706;Метастазы маточной трубы;C79.8;31757
10031707;Метастазы маточно-крестцовой связки;C79.8;31758
10031708;Метастазы маточно-яичниковое;C79.8;31759
10031709;Метастазы маточно-яичниковой связки;C79.8;31760
10031710;Метастазы медиального мениска коленного сустава;C79.5;31761
10031711;Метастазы медиастинального лимфатического узла;C77.1;31762
10031712;Метастазы межпозвоночного диска;C79.5;31763
10031713;Метастазы межпозвоночного хряща;C79.5;31764
10031714;Метастазы межреберного лимфатического узла;C77.1;31765
10031715;Метастазы межреберного нерва;C79.8;31766
10031716;Метастазы межчерпаловидной складки;C79.8;31767
10031717;Метастазы мейбомиевой железы;C79.2;31768
10031718;Метастазы мениска коленного сустава;C79.5;31769
10031719;Метастазы места перехода плоского эпителия в цилиндрический в шейке матки;C79.8;31770
10031720;Метастазы мечевидного отростка грудины;C79.5;31771
10031721;Метастазы мечевидного отростка◊;C79.5;31772
10031722;Метастазы мешочка предстательной железы;C79.1;31773
10031723;Метастазы миндаликовой ямки;C79.8;31774
10031724;Метастазы миндалины;C79.8;31775
10031725;Метастазы миндалины зева;C79.8;31776
10031726;Метастазы миокарда;C79.8;31777
10031727;Метастазы миометрия;C79.8;31778
10031728;Метастазы мозгового слоя надпочечника;C79.7;31779
10031729;Метастазы мозговых оболочек;C79.4;31780
10031730;Метастазы мозговых оболочек большого мозга;C79.3;31781
10031731;Метастазы мозговых оболочек головного мозга;C79.3;31782
10031732;Метастазы мозжечка;C79.3;31783
10031733;Метастазы мозолистого тела;C79.3;31784
10031734;Метастазы молочной железы;C79.8;31785
10031735;Метастазы молочной железы эктопической локализации;C79.8;31786
10031736;Метастазы мостомозжечковой области;C79.3;31787
10031737;Метастазы мочевого органа;C79.1;31788
10031738;Метастазы мочевого пузыря;C79.1;31789
10031739;Метастазы мочевой системы;C79.1;31790
10031740;Метастазы мочеточника;C79.1;31791
10031741;Метастазы мочеточникового отверстия мочевого пузыря;C79.1;31792
10031742;Метастазы мочки уха;C79.2;31793
10031743;Метастазы мошонки;C79.8;31794
10031744;Метастазы мужского мочеполового тракта;C79.8;31795
10031745;Метастазы мужского мюллерова канала;C79.8;31796
10031746;Метастазы мужского полового органа;C79.8;31797
10031747;Метастазы мужского полового органа уточненной локализации;C79.8;31798
10031748;Метастазы мужского полового тракта;C79.8;31799
10031749;Метастазы мужского полового тракта уточненной локализации;C79.8;31800
10031750;Метастазы мышцы;C79.8;31801
10031751;Метастазы мягких тканей верхней челюсти;C79.8;31802
10031752;Метастазы мягких тканей нижней челюсти;C79.8;31803
10031753;Метастазы мягких тканей челюсти;C79.8;31804
10031754;Метастазы мягких частей глазницы;C79.4;31805
10031755;Метастазы мягкого неба;C79.8;31806
10031756;Метастазы мягкой мозговой оболочки;C79.4;31807
10031757;Метастазы мягкой оболочки спинного мозга;C79.4;31808
10031758;Метастазы мягкой церебральной оболочки;C79.3;31809
10031759;Метастазы мягкой черепной оболочки;C79.3;31810
10031760;Метастазы наботовой железы;C79.8;31811
10031761;Метастазы над собственно голосовым аппаратом;C78.3;31812
10031762;Метастазы надгортанника;C78.3;31813
10031763;Метастазы надключичного лимфатического узла;C77.0;31814
10031764;Метастазы надключичной области;C79.8;31815
10031765;Метастазы надколенника;C79.5;31816
10031766;Метастазы надкостницы;C79.5;31817
10031767;Метастазы надпочечника;C79.7;31818
10031768;Метастазы намета мозжечка;C79.3;31819
10031769;Метастазы наружнего крыла носа;C79.2;31820
10031770;Метастазы наружного зева;C79.8;31821
10031771;Метастазы наружного зева матки;C79.8;31822
10031772;Метастазы наружного крыла носа;C79.2;31823
10031773;Метастазы наружного слухового прохода;C79.2;31824
10031774;Метастазы наружного уха;C79.2;31825
10031775;Метастазы наружной глазной мышцы;C79.4;31826
10031776;Метастазы наружной поверхности верхней губы;C79.8;31827
10031777;Метастазы наружной поверхности губы;C79.8;31828
10031778;Метастазы наружной поверхности нижней губы;C79.8;31829
10031779;Метастазы наружной спайки век;C79.2;31830
10031780;Метастазы наружной части кожи носа;C79.2;31831
10031781;Метастазы наружной части молочной железы;C79.8;31832
10031782;Метастазы наружной части носа;C79.2;31833
10031783;Метастазы наружной части шейки матки;C79.8;31834
10031784;Метастазы наружной части щеки;C79.2;31835
10031785;Метастазы начального отдела ободочной кишки;C78.5;31836
10031786;Метастазы неба;C79.8;31837
10031787;Метастазы небно-глоточной дужки;C79.8;31838
10031788;Метастазы небной миндалины;C79.8;31839
10031789;Метастазы небно-язычной дужки;C79.8;31840
10031790;Метастазы непарной доли легкого;C78.0;31841
10031791;Метастазы непигментное кожи;C79.2;31842
10031792;Метастазы неподвижной части языка;C79.8;31843
10031793;Метастазы нерва;C79.8;31844
10031794;Метастазы нерва стенки грудной клетки;C79.8;31845
10031795;Метастазы нервного корешка;C79.8;31846
10031796;Метастазы нервной системы;C79.4;31847
10031797;Метастазы нижневнутреннего квадранта молочной железы;C79.8;31848
10031798;Метастазы нижнеглоточной части межчерпаловидной складки;C79.8;31849
10031799;Метастазы нижнеглоточной части черпаловидного хряща;C79.8;31850
10031800;Метастазы нижнего брыжеечного лимфатического узла;C77.2;31851
10031801;Метастазы нижнего века;C79.2;31852
10031802;Метастазы нижнего надчревного лимфатического узла;C77.5;31853
10031803;Метастазы нижнего сегмента матки;C79.8;31854
10031804;Метастазы нижней губной борозды;C79.8;31855
10031805;Метастазы нижней губы;C79.8;31856
10031806;Метастазы нижней доли легкого;C78.0;31857
10031807;Метастазы нижней конечности;C79.8;31858
10031808;Метастазы нижней полой вены;C79.8;31859
10031809;Метастазы нижней трети пищевода;C78.8;31860
10031810;Метастазы нижней части молочной железы;C79.8;31861
10031811;Метастазы нижней челюсти;C79.5;31862
10031812;Метастазы нижней челюсти, карцинома;C79.8;31863
10031813;Метастазы нижней щечной борозды;C79.8;31864
10031814;Метастазы нижненаружного квадранта молочной железы;C79.8;31865
10031815;Метастазы нижнечелюстной кости;C79.5;31866
10031816;Метастазы нисходящей кишки;C78.5;31867
10031817;Метастазы новообразования;C80.9;31868
10031818;Метастазы ноги;C79.8;31869
10031819;Метастазы ножки большого мозга;C79.3;31870
10031820;Метастазы ножки головного мозга;C79.3;31871
10031821;Метастазы ноздри;C78.3;31872
10031822;Метастазы носа;C79.8;31873
10031823;Метастазы носового отверстия;C78.3;31874
10031824;Метастазы носового синуса;C78.3;31875
10031825;Метастазы носового хряща;C78.3;31876
10031826;Метастазы носовой кожи;C79.2;31877
10031827;Метастазы носовой кости;C79.5;31878
10031828;Метастазы носовой перегородки;C78.3;31879
10031829;Метастазы носовой полости;C78.3;31880
10031830;Метастазы носовой раковины;C78.3;31881
10031831;Метастазы носовой слизистой оболочки;C78.3;31882
10031832;Метастазы носовой ямки;C78.3;31883
10031833;Метастазы носовых хоан;C79.8;31884
10031834;Метастазы носоглотки;C79.8;31885
10031835;Метастазы носоглоточной поверхности мягкого неба;C79.8;31886
10031836;Метастазы носогубной бороздки;C79.2;31887
10031837;Метастазы области плеча;C79.8;31888
10031838;Метастазы ободочной и прямой кишки;C78.5;31889
10031839;Метастазы ободочной кишки;C78.5;31890
10031840;Метастазы оболочек головного мозга;C79.3;31891
10031841;Метастазы оболочек спинного мозга;C79.4;31892
10031842;Метастазы оболочки спинного мозга;C79.4;31893
10031843;Метастазы обонятельного мозга;C79.3;31894
10031844;Метастазы обонятельного нерва;C79.4;31895
10031845;Метастазы обонятельной луковицы;C79.4;31896
10031846;Метастазы общего желчного протока;C78.8;31897
10031847;Метастазы околовлагалищной области;C79.8;31898
10031848;Метастазы околонадпочечниковой области;C78.6;31899
10031849;Метастазы околоносового синуса;C78.3;31900
10031850;Метастазы околопочечной ткани;C78.6;31901
10031851;Метастазы околоректальной соединительной ткани;C79.8;31902
10031852;Метастазы околососкового кружка;C79.8;31903
10031853;Метастазы околососкового кружка молочной железы;C79.8;31904
10031854;Метастазы околоушного лимфатического узла;C77.0;31905
10031855;Метастазы околоушной железы;C79.8;31906
10031856;Метастазы околошеечного лимфатического узла;C77.5;31907
10031857;Метастазы околошеечного лимфатического узла матки;C77.5;31908
10031858;Метастазы околощитовидной железы;C79.8;31909
10031859;Метастазы оливы;C79.3;31910
10031860;Метастазы оливы мозга;C79.3;31911
10031861;Метастазы органа Цуккеркандля;C79.8;31912
10031862;Метастазы органов грудной клетки;C79.8;31913
10031863;Метастазы органов пищеварения;C78.8;31914
10031864;Метастазы основания языка;C79.8;31915
10031865;Метастазы островка Рейля;C79.3;31916
10031866;Метастазы островков Лангерганса;C78.8;31917
10031867;Метастазы островковой ткани головного мозга;C79.3;31918
10031868;Метастазы островковой ткани поджелудочной железы;C78.8;31919
10031869;Метастазы островковых клеток поджелудочной железы;C78.8;31920
10031870;Метастазы отверстия мочевого пузыря;C79.1;31921
10031871;Метастазы отверстия мочеточника;C79.1;31922
10031872;Метастазы отверстия слуховой трубы;C79.8;31923
10031873;Метастазы отводящего нерва;C79.4;31924
10031874;Метастазы пазухи верхней челюсти;C78.3;31925
10031875;Метастазы пазухи клиновидной кости;C78.3;31926
10031876;Метастазы пазухи клиновидной кости черепа;C78.3;31927
10031877;Метастазы пазухи сосцевидного отростка;C78.3;31928
10031878;Метастазы пальца ноги;C79.8;31929
10031879;Метастазы пальца руки;C79.8;31930
10031880;Метастазы панкреатического лимфатического узла;C77.2;31931
10031881;Метастазы парааортального гломуса;C79.8;31932
10031882;Метастазы парааортального лимфатического узла;C77.2;31933
10031883;Метастазы паравагинальной соединительной ткани;C79.8;31934
10031884;Метастазы параганглия;C79.8;31935
10031885;Метастазы параметрия;C79.8;31936
10031886;Метастазы паранефральной области;C78.6;31937
10031887;Метастазы параректальной области;C79.8;31938
10031888;Метастазы параселлярной области;C79.3;31939
10031889;Метастазы парастернального лимфатического узла;C77.1;31940
10031890;Метастазы парауретральное;C79.8;31941
10031891;Метастазы парауретральной железы;C79.1;31942
10031892;Метастазы парауретральной соединительной ткани;C79.8;31943
10031893;Метастазы паренхимы почек;C79.0;31944
10031894;Метастазы париетальной брюшины;C78.6;31945
10031895;Метастазы париетальной плевры;C78.2;31946
10031896;Метастазы париетальной полости;C78.2;31947
10031897;Метастазы паровариальной области;C79.8;31948
10031898;Метастазы паутинной оболочки;C79.4;31949
10031899;Метастазы паутинной оболочки головного мозга;C79.3;31950
10031900;Метастазы паутинной оболочки спинного мозга;C79.4;31951
10031901;Метастазы пахового лимфатического узла;C77.4;31952
10031902;Метастазы паховой области;C79.8;31953
10031903;Метастазы пекторального лимфатического узла;C77.3;31954
10031904;Метастазы первичного мочевого протока;C79.1;31955
10031905;Метастазы первого шейного позвонка;C79.5;31956
10031906;Метастазы перегородки носа;C78.3;31957
10031907;Метастазы переднего средостения;C78.1;31958
10031908;Метастазы переднего ушного лимфатического узла;C77.0;31959
10031909;Метастазы передней дужки миндалины;C79.8;31960
10031910;Метастазы передней комиссуры гортани;C78.3;31961
10031911;Метастазы передней поверхности надгортанника;C79.8;31962
10031912;Метастазы передней стенки желудка;C78.8;31963
10031913;Метастазы передней стенки мочевого пузыря;C79.1;31964
10031914;Метастазы передней стенки носоглотки;C79.8;31965
10031915;Метастазы передней части полости рта;C79.8;31966
10031916;Метастазы передней части языка;C79.8;31967
10031917;Метастазы передней черепной ямки;C79.3;31968
10031918;Метастазы передних двух третей языка;C79.8;31969
10031919;Метастазы перекреста зрительных нервов;C79.4;31970
10031920;Метастазы перешейка матки;C79.8;31971
10031921;Метастазы перианальной области;C79.2;31972
10031922;Метастазы периаортального лимфатического узла;C77.2;31973
10031923;Метастазы перикарда;C79.8;31974
10031924;Метастазы перинефральной ткани;C78.6;31975
10031925;Метастазы периодонтальной ткани;C79.8;31976
10031926;Метастазы перипанкреатического лимфатического узла;C77.2;31977
10031927;Метастазы перипанкреатической ткани;C78.6;31978
10031928;Метастазы периректальной соединительной ткани;C79.8;31979
10031929;Метастазы периректальной ткани;C79.8;31980
10031930;Метастазы периуретральной ткани;C79.8;31981
10031931;Метастазы периферических нервов глазницы;C79.4;31982
10031932;Метастазы периферического нерва;C79.8;31983
10031933;Метастазы периферического нерва бедра;C79.8;31984
10031934;Метастазы периферического нерва боковой стенки живота;C79.8;31985
10031935;Метастазы периферического нерва большого пальца руки;C79.8;31986
10031936;Метастазы периферического нерва брюшной стенки;C79.8;31987
10031937;Метастазы периферического нерва века;C79.8;31988
10031938;Метастазы периферического нерва верхней конечности;C79.8;31989
10031939;Метастазы периферического нерва виска;C79.8;31990
10031940;Метастазы периферического нерва височной области;C79.8;31991
10031941;Метастазы периферического нерва влагалищно-прямокишечной перегородки;C79.8;31992
10031942;Метастазы периферического нерва влагалищно-прямокишечной стенки;C79.8;31993
10031943;Метастазы периферического нерва волосистой части головы;C79.8;31994
10031944;Метастазы периферического нерва глазницы;C79.4;31995
10031945;Метастазы периферического нерва голени;C79.8;31996
10031946;Метастазы периферического нерва головы;C79.8;31997
10031947;Метастазы периферического нерва грудного протока;C79.8;31998
10031948;Метастазы периферического нерва грудной клетки;C79.8;31999
10031949;Метастазы периферического нерва грудной стенки;C79.8;32000
10031950;Метастазы периферического нерва живота;C79.8;32001
10031951;Метастазы периферического нерва запястья;C79.8;32002
10031952;Метастазы периферического нерва кисти;C79.8;32003
10031953;Метастазы периферического нерва колена;C79.8;32004
10031954;Метастазы периферического нерва конечности;C79.8;32005
10031955;Метастазы периферического нерва крестца;C79.8;32006
10031956;Метастазы периферического нерва крестцово-копчиковой области;C79.8;32007
10031957;Метастазы периферического нерва крыловидной ямки;C79.8;32008
10031958;Метастазы периферического нерва лба;C79.8;32009
10031959;Метастазы периферического нерва лица;C79.8;32010
10031960;Метастазы периферического нерва лодыжки;C79.8;32011
10031961;Метастазы периферического нерва локтевого пространства;C79.8;32012
10031962;Метастазы периферического нерва локтевой ямки;C79.8;32013
10031963;Метастазы периферического нерва локтя;C79.8;32014
10031964;Метастазы периферического нерва лопаточной области;C79.8;32015
10031965;Метастазы периферического нерва наружного уха;C79.8;32016
10031966;Метастазы периферического нерва нижней конечности;C79.8;32017
10031967;Метастазы периферического нерва ноги;C79.8;32018
10031968;Метастазы периферического нерва области заднего прохода;C79.8;32019
10031969;Метастазы периферического нерва области тазобедренного сустава;C79.8;32020
10031970;Метастазы периферического нерва области ягодиц;C79.8;32021
10031971;Метастазы периферического нерва околокрестцовой области;C79.8;32022
10031972;Метастазы периферического нерва пальца ноги;C79.8;32023
10031973;Метастазы периферического нерва пальца руки;C79.8;32024
10031974;Метастазы периферического нерва паравагинальной области;C79.8;32025
10031975;Метастазы периферического нерва параректальной области;C79.8;32026
10031976;Метастазы периферического нерва парауретральной области;C79.8;32027
10031977;Метастазы периферического нерва паховой области;C79.8;32028
10031978;Метастазы периферического нерва периректальной ткани;C79.8;32029
10031979;Метастазы периферического нерва периуретральной ткани;C79.8;32030
10031980;Метастазы периферического нерва плеча;C79.8;32031
10031981;Метастазы периферического нерва подбородка;C79.8;32032
10031982;Метастазы периферического нерва подключичной области;C79.8;32033
10031983;Метастазы периферического нерва подколенного пространства;C79.8;32034
10031984;Метастазы периферического нерва подколенной ямки;C79.8;32035
10031985;Метастазы периферического нерва подмышечной впадины;C79.8;32036
10031986;Метастазы периферического нерва предплечья;C79.8;32037
10031987;Метастазы периферического нерва промежности;C79.8;32038
10031988;Метастазы периферического нерва промежности пузырнопрямокишечной области;C79.8;32039
10031989;Метастазы периферического нерва пупка;C79.8;32040
10031990;Метастазы периферического нерва пятки;C79.8;32041
10031991;Метастазы периферического нерва руки;C79.8;32042
10031992;Метастазы периферического нерва седалищно-прямокишечной ямки;C79.8;32043
10031993;Метастазы периферического нерва спины;C79.8;32044
10031994;Метастазы периферического нерва стопы;C79.8;32045
10031995;Метастазы периферического нерва тазобрюшной области;C79.8;32046
10031996;Метастазы периферического нерва тазового дна;C79.8;32047
10031997;Метастазы периферического нерва туловища;C79.8;32048
10031998;Метастазы периферического нерва ушной раковины;C79.8;32049
10031999;Метастазы периферического нерва шеи;C79.8;32050
10032000;Метастазы периферического нерва шейной области;C79.8;32051
10032001;Метастазы периферического нерва щеки;C79.8;32052
10032002;Метастазы периферического нерва ягодиц;C79.8;32053
10032003;Метастазы перстневидного хряща;C78.3;32054
10032004;Метастазы перстневидного хряща гортани;C78.3;32055
10032005;Метастазы печеночного изгиба ободочной кишки;C78.5;32056
10032006;Метастазы печеночного изгиба толстого кишечника;C78.5;32057
10032007;Метастазы печеночного лимфатического узла;C77.2;32058
10032008;Метастазы печеночного протока;C78.8;32059
10032009;Метастазы пещеристого тела;C79.8;32060
10032010;Метастазы пилорического лимфатического узла;C77.2;32061
10032011;Метастазы пирамиды головного мозга;C79.3;32062
10032012;Метастазы пирамиды продолговатого мозга;C79.3;32063
10032013;Метастазы пищеварительного канала;C78.8;32064
10032014;Метастазы пищеварительного тракта;C78.8;32065
10032015;Метастазы пищеварительной системы;C78.8;32066
10032016;Метастазы пищевода;C78.8;32067
10032017;Метастазы пищеводного лимфатического узла;C77.1;32068
10032018;Метастазы пищеводно-желудочного соединения;C78.8;32069
10032019;Метастазы плаценты;C79.8;32070
10032020;Метастазы плаща головного мозга;C79.3;32071
10032021;Метастазы плевральной полости;C78.2;32072
10032022;Метастазы плевры;C78.2;32073
10032023;Метастазы плевры висцеральной полости;C78.2;32074
10032024;Метастазы плечевого лимфатического узла;C77.3;32075
10032025;Метастазы плечевого нерва;C79.8;32076
10032026;Метастазы плечевого пояса;C79.8;32077
10032027;Метастазы плечевого сплетения;C79.8;32078
10032028;Метастазы плечевой кости;C79.5;32079
10032029;Метастазы плодной оболочки;C79.8;32080
10032030;Метастазы плюригландулярное эндокринной железы;C79.8;32081
10032031;Метастазы плюриэндокринное;C79.8;32082
10032032;Метастазы плюсны;C79.5;32083
10032033;Метастазы пограничной области языка;C79.8;32084
10032034;Метастазы под собственно голосовым аппаратом;C78.3;32085
10032035;Метастазы подбородочного лимфатического узла;C77.0;32086
10032036;Метастазы подверхнечелюстного лимфатического узла;C77.0;32087
10032037;Метастазы подверхнечелюстного протока;C79.8;32088
10032038;Метастазы подверхнечелюстной железы;C79.8;32089
10032039;Метастазы подвздошного лимфатического узла;C77.5;32090
10032040;Метастазы подвздошной кишки;C78.4;32091
10032041;Метастазы подвздошной кости;C79.5;32092
10032042;Метастазы подвздошно-толстокишечного лимфатического узла;C77.2;32093
10032043;Метастазы подвижной части языка;C79.8;32094
10032044;Метастазы подгаламической области;C79.3;32095
10032045;Метастазы поджелудочной железы;C78.8;32096
10032046;Метастазы подключичного лимфатического узла;C77.3;32097
10032047;Метастазы подключичной области;C79.8;32098
10032048;Метастазы подколенного лимфатического узла;C77.4;32099
10032049;Метастазы подколенного пространства;C79.8;32100
10032050;Метастазы подколенной ямки;C79.8;32101
10032051;Метастазы подлопаточного лимфатического узла;C77.3;32102
10032052;Метастазы подмышечного лимфатического узла;C77.3;32103
10032053;Метастазы подмышечной впадины;C79.8;32104
10032054;Метастазы подмышечной части молочной железы;C79.8;32105
10032055;Метастазы поднижнечелюстного лимфатического узла;C77.0;32106
10032056;Метастазы поднижнечелюстной железы;C79.8;32107
10032057;Метастазы подошвенного апоневроза;C79.8;32108
10032058;Метастазы подошвенной фасции;C79.8;32109
10032059;Метастазы подпахового лимфатического узла;C77.4;32110
10032060;Метастазы подчревного лимфатического узла;C77.5;32111
10032061;Метастазы подъязычного лимфатического узла;C77.0;32112
10032062;Метастазы подъязычного нерва;C79.4;32113
10032063;Метастазы подъязычного протока;C79.8;32114
10032064;Метастазы подъязычной железы;C79.8;32115
10032065;Метастазы подъязычной кости;C79.5;32116
10032066;Метастазы подъязычной области;C79.8;32117
10032067;Метастазы позадиносового пространства;C79.8;32118
10032068;Метастазы позвонка;C79.5;32119
10032069;Метастазы позвоночника;C79.5;32120
10032070;Метастазы позвоночного столба;C79.5;32121
10032071;Метастазы покрышки головного мозга;C79.3;32122
