10040463;Новообразование злокачественное метастатическое коры церебральной;C79.3;40519
10040464;Новообразование злокачественное метастатическое кости;C79.5;40520
10040465;Новообразование злокачественное метастатическое кости акромиального отростка;C79.5;40521
10040466;Новообразование злокачественное метастатическое кости большого пальца руки;C79.5;40522
10040467;Новообразование злокачественное метастатическое кости верхней конечности;C79.5;40523
10040468;Новообразование злокачественное метастатическое кости верхней челюсти;C79.5;40524
10040469;Новообразование злокачественное метастатическое кости глазницы;C79.5;40525
10040470;Новообразование злокачественное метастатическое кости запястья;C79.5;40526
10040471;Новообразование злокачественное метастатическое кости кисти;C79.5;40527
10040472;Новообразование злокачественное метастатическое кости коленного сустава;C79.5;40528
10040473;Новообразование злокачественное метастатическое кости конечности;C79.5;40529
10040474;Новообразование злокачественное метастатическое кости копчика;C79.5;40530
10040475;Новообразование злокачественное метастатическое кости крестца;C79.5;40531
10040476;Новообразование злокачественное метастатическое кости лица;C79.5;40532
10040477;Новообразование злокачественное метастатическое кости лодыжки;C79.5;40533
10040478;Новообразование злокачественное метастатическое кости лопатки;C79.5;40534
10040479;Новообразование злокачественное метастатическое кости нижней конечности;C79.5;40535
10040480;Новообразование злокачественное метастатическое кости нижней челюсти;C79.5;40536
10040481;Новообразование злокачественное метастатическое кости ноги;C79.0;40537
10040482;Новообразование злокачественное метастатическое кости носа;C79.5;40538
10040483;Новообразование злокачественное метастатическое кости носовой раковины;C79.5;40539
10040484;Новообразование злокачественное метастатическое кости пальца;C79.5;40540
10040485;Новообразование злокачественное метастатическое кости пальца ноги;C79.5;40541
10040486;Новообразование злокачественное метастатическое кости пальца руки;C79.5;40542
10040487;Новообразование злокачественное метастатическое кости пальца стопы;C79.5;40543
10040488;Новообразование злокачественное метастатическое кости плечевого пояса;C79.5;40544
10040489;Новообразование злокачественное метастатическое кости позвонка;C79.5;40545
10040490;Новообразование злокачественное метастатическое кости предплечья;C79.5;40546
10040491;Новообразование злокачественное метастатическое кости придаточного синуса;C79.5;40547
10040492;Новообразование злокачественное метастатическое кости пятки;C79.5;40548
10040493;Новообразование злокачественное метастатическое кости раковины носа;C79.5;40549
10040494;Новообразование злокачественное метастатическое кости руки;C79.5;40550
10040495;Новообразование злокачественное метастатическое кости сосцевидного отростка;C79.5;40551
10040496;Новообразование злокачественное метастатическое кости стопы;C79.5;40552
10040497;Новообразование злокачественное метастатическое кости фаланг пальцев;C79.5;40553
10040498;Новообразование злокачественное метастатическое кости фаланг пальцев кисти;C79.5;40554
10040499;Новообразование злокачественное метастатическое кости фаланг пальцев стопы;C79.5;40555
10040500;Новообразование злокачественное метастатическое кости челюсти;C79.5;40556
10040501;Новообразование злокачественное метастатическое кости черепа;C79.5;40557
10040502;Новообразование злокачественное метастатическое костного мозга;C79.5;40558
10040503;Новообразование злокачественное метастатическое кпредплюсны;C79.5;40559
10040504;Новообразование злокачественное метастатическое кпясти;C79.5;40560
10040505;Новообразование злокачественное метастатическое краевой зоны межчерпаловидной складки;C79.8;40561
10040506;Новообразование злокачественное метастатическое краевой зоны черпаловидного хряща;C79.8;40562
10040507;Новообразование злокачественное метастатическое крайней плоти;C79.8;40563
10040508;Новообразование злокачественное метастатическое краниофарингеального кармана;C79.8;40564
10040509;Новообразование злокачественное метастатическое краниофарингеального протока;C79.8;40565
10040510;Новообразование злокачественное метастатическое красной каймы верхней губы;C79.8;40566
10040511;Новообразование злокачественное метастатическое красной каймы губы;C79.8;40567
10040512;Новообразование злокачественное метастатическое красной каймы нижней губы;C79.8;40568
10040513;Новообразование злокачественное метастатическое края заднего прохода;C79.2;40569
10040514;Новообразование злокачественное метастатическое края роговой оболочки;C79.4;40570
10040515;Новообразование злокачественное метастатическое крестца;C79.5;40571
10040516;Новообразование злокачественное метастатическое крестцового лимфатического узла;C77.5;40572
10040517;Новообразование злокачественное метастатическое крестцового нерва;C79.8;40573
10040518;Новообразование злокачественное метастатическое крестцового отдела позвоночника;C79.5;40574
10040519;Новообразование злокачественное метастатическое крестцового отдела спинного мозга;C79.4;40575
10040520;Новообразование злокачественное метастатическое крестцового позвонка;C79.5;40576
10040521;Новообразование злокачественное метастатическое крестцового сплетения;C79.8;40577
10040522;Новообразование злокачественное метастатическое крестцовой области позвоночного столба;C79.5;40578
10040523;Новообразование злокачественное метастатическое крестцово-копчиковой области;C79.8;40579
10040524;Новообразование злокачественное метастатическое крестцово-маточной связки;C79.8;40580
10040525;Новообразование злокачественное метастатическое крипт Морганьи;C78.5;40581
10040526;Новообразование злокачественное метастатическое круглой связки;C79.8;40582
10040527;Новообразование злокачественное метастатическое круглой связки матки;C79.8;40583
10040528;Новообразование злокачественное метастатическое крупных сосудов;C79.8;40584
10040529;Новообразование злокачественное метастатическое крыла носа;C79.2;40585
10040530;Новообразование злокачественное метастатическое крыловидной ямки;C79.8;40586
10040531;Новообразование злокачественное метастатическое культи шейки матки;C79.8;40587
10040532;Новообразование злокачественное метастатическое купола мочевого пузыря;C79.1;40588
10040533;Новообразование злокачественное метастатическое лабиринта решетчатой кости;C79.5;40589
10040534;Новообразование злокачественное метастатическое ладонного апоневроза;C79.8;40590
10040535;Новообразование злокачественное метастатическое ладонной фасции;C79.8;40591
10040536;Новообразование злокачественное метастатическое латерального мениска коленного сустава;C79.5;40592
10040537;Новообразование злокачественное метастатическое лба;C79.2;40593
10040538;Новообразование злокачественное метастатическое левого желудочка сердца;C79.8;40594
10040539;Новообразование злокачественное метастатическое легкого;C78.0;40595
10040540;Новообразование злокачественное метастатическое легочного корневого лимфатического узла;C77.1;40596
10040541;Новообразование злокачественное метастатическое легочного лимфатического узла;C77.1;40597
10040542;Новообразование злокачественное метастатическое лимфатического корневого узла селезенки;C77.2;40598
10040543;Новообразование злокачественное метастатическое лимфатического протока;C79.8;40599
10040544;Новообразование злокачественное метастатическое лимфатического узла;C77.9;40600
10040545;Новообразование злокачественное метастатическое лимфатического узла верхней конечности;C77.3;40601
10040546;Новообразование злокачественное метастатическое лимфатического узла Вирхова;C77.0;40602
10040547;Новообразование злокачественное метастатическое лимфатического узла ворот печени;C77.2;40603
10040548;Новообразование злокачественное метастатическое лимфатического узла головы;C77.0;40604
10040549;Новообразование злокачественное метастатическое лимфатического узла Клоке;C77.4;40605
10040550;Новообразование злокачественное метастатическое лимфатического узла лестничной мышцы;C77.0;40606
10040551;Новообразование злокачественное метастатическое лимфатического узла лица;C77.0;40607
10040552;Новообразование злокачественное метастатическое лимфатического узла множественных локализаций, перечисленных в рубриках С77.0-С77.5;C77.8;40608
10040553;Новообразование злокачественное метастатическое лимфатического узла нижней конечности;C77.4;40609
10040554;Новообразование злокачественное метастатическое лимфатического узла общего желчного протока;C77.2;40610
10040555;Новообразование злокачественное метастатическое лимфатического узла параметрия;C77.5;40611
10040556;Новообразование злокачественное метастатическое лимфатического узла Розенмюллера;C77.4;40612
10040557;Новообразование злокачественное метастатическое лимфатического узла средостения;C77.1;40613
10040558;Новообразование злокачественное метастатическое лица;C79.8;40614
10040559;Новообразование злокачественное метастатическое лицевого нерва;C79.4;40615
10040560;Новообразование злокачественное метастатическое лобковой кости;C79.5;40616
10040561;Новообразование злокачественное метастатическое лобного полюса;C79.3;40617
10040562;Новообразование злокачественное метастатическое лобного синуса;C78.3;40618
10040563;Новообразование злокачественное метастатическое лобной доли;C79.3;40619
10040564;Новообразование злокачественное метастатическое лобной доли головного мозга;C79.3;40620
10040565;Новообразование злокачественное метастатическое лобной кости;C79.5;40621
10040566;Новообразование злокачественное метастатическое лобной пазухи;C78.3;40622
10040567;Новообразование злокачественное метастатическое лодыжки;C79.8;40623
10040568;Новообразование злокачественное метастатическое ложных голосовых связок;C78.3;40624
10040569;Новообразование злокачественное метастатическое локтевого лимфатического узла;C77.3;40625
10040570;Новообразование злокачественное метастатическое локтевого нерва;C79.8;40626
10040571;Новообразование злокачественное метастатическое локтевого пространства;C79.8;40627
10040572;Новообразование злокачественное метастатическое локтевой кости;C79.5;40628
10040573;Новообразование злокачественное метастатическое локтевой ямки;C79.8;40629
10040574;Новообразование злокачественное метастатическое локтя;C79.8;40630
10040575;Новообразование злокачественное метастатическое лонного сочленения;C79.5;40631
10040576;Новообразование злокачественное метастатическое лопатки;C79.5;40632
10040577;Новообразование злокачественное метастатическое лопаточной области;C79.8;40633
10040578;Новообразование злокачественное метастатическое лоханочно-мочеточникового соединения;C79.0;40634
10040579;Новообразование злокачественное метастатическое лучевого нерва;C79.8;40635
10040580;Новообразование злокачественное метастатическое лучевой кости;C79.5;40636
10040581;Новообразование злокачественное метастатическое малоберцовой кости;C79.5;40637
10040582;Новообразование злокачественное метастатическое малой кривизны желудка;C78.8;40638
10040583;Новообразование злокачественное метастатическое малой половой губы;C79.8;40639
10040584;Новообразование злокачественное метастатическое малой слюнной железы;C79.8;40640
10040585;Новообразование злокачественное метастатическое малой срамной губы;C79.8;40641
10040586;Новообразование злокачественное метастатическое мантии;C79.8;40642
10040587;Новообразование злокачественное метастатическое матки;C79.8;40643
10040588;Новообразование злокачественное метастатическое матки, места перехода плоского эпителия в цилиндрический;C79.8;40644
10040589;Новообразование злокачественное метастатическое маточной трубы;C79.8;40645
10040590;Новообразование злокачественное метастатическое маточно-крестцовой связки;C79.8;40646
10040591;Новообразование злокачественное метастатическое маточно-яичниковое;C79.8;40647
10040592;Новообразование злокачественное метастатическое маточно-яичниковой связки;C79.8;40648
10040593;Новообразование злокачественное метастатическое медиального мениска коленного сустава;C79.5;40649
10040594;Новообразование злокачественное метастатическое медиастинального лимфатического узла;C77.1;40650
10040595;Новообразование злокачественное метастатическое межпозвоночного диска;C79.5;40651
10040596;Новообразование злокачественное метастатическое межпозвоночного хряща;C79.5;40652
10040597;Новообразование злокачественное метастатическое межреберного лимфатического узла;C77.1;40653
10040598;Новообразование злокачественное метастатическое межреберного нерва;C79.8;40654
10040599;Новообразование злокачественное метастатическое межчерпаловидной складки;C79.8;40655
10040600;Новообразование злокачественное метастатическое мейбомиевой железы;C79.2;40656
10040601;Новообразование злокачественное метастатическое мениска коленного сустава;C79.5;40657
10040602;Новообразование злокачественное метастатическое места перехода плоского эпителия в цилиндрический в шейке матки;C79.8;40658
10040603;Новообразование злокачественное метастатическое мечевидного отростка грудины;C79.5;40659
10040604;Новообразование злокачественное метастатическое мечевидного отростка◊;C79.5;40660
10040605;Новообразование злокачественное метастатическое мешочка предстательной железы;C79.1;40661
10040606;Новообразование злокачественное метастатическое миндаликовой ямки;C79.8;40662
10040607;Новообразование злокачественное метастатическое миндалины;C79.8;40663
10040608;Новообразование злокачественное метастатическое миндалины зева;C79.8;40664
10040609;Новообразование злокачественное метастатическое миокарда;C79.8;40665
10040610;Новообразование злокачественное метастатическое миометрия;C79.8;40666
10040611;Новообразование злокачественное метастатическое мозгового слоя надпочечника;C79.7;40667
10040612;Новообразование злокачественное метастатическое мозговых оболочек;C79.4;40668
10040613;Новообразование злокачественное метастатическое мозговых оболочек большого мозга;C79.3;40669
10040614;Новообразование злокачественное метастатическое мозговых оболочек головного мозга;C79.3;40670
10040615;Новообразование злокачественное метастатическое мозжечка;C79.3;40671
10040616;Новообразование злокачественное метастатическое мозолистого тела;C79.3;40672
10040617;Новообразование злокачественное метастатическое молочной железы;C79.8;40673
10040618;Новообразование злокачественное метастатическое молочной железы эктопической локализации;C79.8;40674
10040619;Новообразование злокачественное метастатическое мостомозжечковой области;C79.3;40675
10040620;Новообразование злокачественное метастатическое мочевого органа;C79.1;40676
10040621;Новообразование злокачественное метастатическое мочевого пузыря;C79.1;40677
10040622;Новообразование злокачественное метастатическое мочевой системы;C79.1;40678
10040623;Новообразование злокачественное метастатическое мочеточника;C79.1;40679
10040624;Новообразование злокачественное метастатическое мочеточникового отверстия мочевого пузыря;C79.1;40680
10040625;Новообразование злокачественное метастатическое мочки уха;C79.2;40681
10040626;Новообразование злокачественное метастатическое мошонки;C79.8;40682
10040627;Новообразование злокачественное метастатическое мужского мочеполового тракта;C79.8;40683
10040628;Новообразование злокачественное метастатическое мужского мюллерова канала;C79.8;40684
10040629;Новообразование злокачественное метастатическое мужского полового органа;C79.8;40685
10040630;Новообразование злокачественное метастатическое мужского полового органа уточненной локализации;C79.8;40686
10040631;Новообразование злокачественное метастатическое мужского полового тракта;C79.8;40687
10040632;Новообразование злокачественное метастатическое мужского полового тракта уточненной локализации;C79.8;40688
10040633;Новообразование злокачественное метастатическое мышцы;C79.8;40689
10040634;Новообразование злокачественное метастатическое мягких тканей верхней челюсти;C79.8;40690
10040635;Новообразование злокачественное метастатическое мягких тканей нижней челюсти;C79.8;40691
10040636;Новообразование злокачественное метастатическое мягких тканей челюсти;C79.8;40692
10040637;Новообразование злокачественное метастатическое мягких частей глазницы;C79.4;40693
10040638;Новообразование злокачественное метастатическое мягкого неба;C79.8;40694
10040639;Новообразование злокачественное метастатическое мягкой мозговой оболочки;C79.4;40695
10040640;Новообразование злокачественное метастатическое мягкой оболочки спинного мозга;C79.4;40696
10040641;Новообразование злокачественное метастатическое мягкой церебральной оболочки;C79.3;40697
10040642;Новообразование злокачественное метастатическое мягкой черепной оболочки;C79.3;40698
10040643;Новообразование злокачественное метастатическое наботовой железы;C79.8;40699
10040644;Новообразование злокачественное метастатическое над собственно голосовым аппаратом;C78.3;40700
10040645;Новообразование злокачественное метастатическое надгортанника;C78.3;40701
10040646;Новообразование злокачественное метастатическое надключичного лимфатического узла;C77.0;40702
10040647;Новообразование злокачественное метастатическое надключичной области;C79.8;40703
10040648;Новообразование злокачественное метастатическое надколенника;C79.5;40704
10040649;Новообразование злокачественное метастатическое надкостницы;C79.5;40705
10040650;Новообразование злокачественное метастатическое надпочечника;C79.7;40706
10040651;Новообразование злокачественное метастатическое намета мозжечка;C79.3;40707
10040652;Новообразование злокачественное метастатическое наружнего крыла носа;C79.2;40708
10040653;Новообразование злокачественное метастатическое наружного зева;C79.8;40709
10040654;Новообразование злокачественное метастатическое наружного зева матки;C79.8;40710
10040655;Новообразование злокачественное метастатическое наружного крыла носа;C79.2;40711
10040656;Новообразование злокачественное метастатическое наружного слухового прохода;C79.2;40712
10040657;Новообразование злокачественное метастатическое наружного уха;C79.2;40713
10040658;Новообразование злокачественное метастатическое наружной глазной мышцы;C79.4;40714
10040659;Новообразование злокачественное метастатическое наружной поверхности верхней губы;C79.8;40715
10040660;Новообразование злокачественное метастатическое наружной поверхности губы;C79.8;40716
10040661;Новообразование злокачественное метастатическое наружной поверхности нижней губы;C79.8;40717
10040662;Новообразование злокачественное метастатическое наружной спайки век;C79.2;40718
10040663;Новообразование злокачественное метастатическое наружной части кожи носа;C79.2;40719
10040664;Новообразование злокачественное метастатическое наружной части молочной железы;C79.8;40720
10040665;Новообразование злокачественное метастатическое наружной части носа;C79.2;40721
10040666;Новообразование злокачественное метастатическое наружной части шейки матки;C79.8;40722
10040667;Новообразование злокачественное метастатическое наружной части щеки;C79.2;40723
10040668;Новообразование злокачественное метастатическое начального отдела ободочной кишки;C78.5;40724
10040669;Новообразование злокачественное метастатическое неба;C79.8;40725
10040670;Новообразование злокачественное метастатическое небно-глоточной дужки;C79.8;40726
10040671;Новообразование злокачественное метастатическое небной миндалины;C79.8;40727
10040672;Новообразование злокачественное метастатическое небно-язычной дужки;C79.8;40728
10040673;Новообразование злокачественное метастатическое непарной доли легкого;C78.0;40729
10040674;Новообразование злокачественное метастатическое непигментное кожи;C79.2;40730
10040675;Новообразование злокачественное метастатическое неподвижной части языка;C79.8;40731
10040676;Новообразование злокачественное метастатическое нерва;C79.8;40732
10040677;Новообразование злокачественное метастатическое нерва стенки грудной клетки;C79.8;40733
10040678;Новообразование злокачественное метастатическое нервного корешка;C79.8;40734
10040679;Новообразование злокачественное метастатическое нервной системы;C79.4;40735
10040680;Новообразование злокачественное метастатическое нижневнутреннего квадранта молочной железы;C79.8;40736
10040681;Новообразование злокачественное метастатическое нижнеглоточной части межчерпаловидной складки;C79.8;40737
10040682;Новообразование злокачественное метастатическое нижнеглоточной части черпаловидного хряща;C79.8;40738
10040683;Новообразование злокачественное метастатическое нижнего брыжеечного лимфатического узла;C77.2;40739
10040684;Новообразование злокачественное метастатическое нижнего века;C79.2;40740
10040685;Новообразование злокачественное метастатическое нижнего надчревного лимфатического узла;C77.5;40741
10040686;Новообразование злокачественное метастатическое нижнего сегмента матки;C79.8;40742
10040687;Новообразование злокачественное метастатическое нижней губной борозды;C79.8;40743
10040688;Новообразование злокачественное метастатическое нижней губы;C79.8;40744
10040689;Новообразование злокачественное метастатическое нижней доли легкого;C78.0;40745
10040690;Новообразование злокачественное метастатическое нижней конечности;C79.8;40746
10040691;Новообразование злокачественное метастатическое нижней полой вены;C79.8;40747
10040692;Новообразование злокачественное метастатическое нижней трети пищевода;C78.8;40748
10040693;Новообразование злокачественное метастатическое нижней части молочной железы;C79.8;40749
10040694;Новообразование злокачественное метастатическое нижней челюсти;C79.5;40750
10040695;Новообразование злокачественное метастатическое нижней челюсти, карцинома;C79.8;40751
10040696;Новообразование злокачественное метастатическое нижней щечной борозды;C79.8;40752
10040697;Новообразование злокачественное метастатическое нижненаружного квадранта молочной железы;C79.8;40753
10040698;Новообразование злокачественное метастатическое нижнечелюстной кости;C79.5;40754
10040699;Новообразование злокачественное метастатическое нисходящей кишки;C78.5;40755
10040700;Новообразование злокачественное метастатическое ноги;C79.8;40756
10040701;Новообразование злокачественное метастатическое ножки большого мозга;C79.3;40757
10040702;Новообразование злокачественное метастатическое ножки головного мозга;C79.3;40758
10040703;Новообразование злокачественное метастатическое ноздри;C78.3;40759
10040704;Новообразование злокачественное метастатическое носа;C79.8;40760
10040705;Новообразование злокачественное метастатическое носового отверстия;C78.3;40761
10040706;Новообразование злокачественное метастатическое носового синуса;C78.3;40762
10040707;Новообразование злокачественное метастатическое носового хряща;C78.3;40763
10040708;Новообразование злокачественное метастатическое носовой кожи;C79.2;40764
10040709;Новообразование злокачественное метастатическое носовой кости;C79.5;40765
10040710;Новообразование злокачественное метастатическое носовой перегородки;C78.3;40766
10040711;Новообразование злокачественное метастатическое носовой полости;C78.3;40767
10040712;Новообразование злокачественное метастатическое носовой раковины;C78.3;40768
10040713;Новообразование злокачественное метастатическое носовой слизистой оболочки;C78.3;40769
10040714;Новообразование злокачественное метастатическое носовой ямки;C78.3;40770
10040715;Новообразование злокачественное метастатическое носовых хоан;C79.8;40771
10040716;Новообразование злокачественное метастатическое носоглотки;C79.8;40772
10040717;Новообразование злокачественное метастатическое носоглоточной поверхности мягкого неба;C79.8;40773
10040718;Новообразование злокачественное метастатическое носогубной бороздки;C79.2;40774
10040719;Новообразование злокачественное метастатическое области плеча;C79.8;40775
10040720;Новообразование злокачественное метастатическое ободочной и прямой кишки;C78.5;40776
10040721;Новообразование злокачественное метастатическое ободочной кишки;C78.5;40777
